Store Name,Address,Latitude,Longitude,ZipCode,Status,2025 order
Dylan's Liquor (779970),"8000 Research Forest Drive, The Woodlands, TX, USA",30.2112051,-95.5287856,77382,Inactive,0
Smile Liquor (799082),"13916 East Mississippi Avenue, Aurora, CO, USA",39.6953547,-104.8257708,80012,Inactive,0
Lakeland Package Store (426713),"172 South Valdosta Road, Lakeland, GA, USA",31.0291432,-83.0724057,31635,Active,12
SVN Hills Spirits & Wine (772143),"1160 Cedarcrest Boulevard, Acworth, GA, USA",33.6820078,-84.2291881,30101,Inactive,37
PK's Liquor (154198),"6410 West 107th Street, Chicago Ridge, IL, USA",41.6980327,-87.7799489,60415,Inactive,0
Buy Low Liquors (889869),"4301 West North Avenue, Chicago, IL, USA",41.9095072,-87.7340928,60639,Active,3
Metro Wine & Spirits (357136),"1726 Columbia Road Northwest, Washington, DC, USA",38.924436,-77.0397277,20009,Inactive,0
Harvards Wine & Beverage (509905),"110 Old Evans Road, Martinez, GA, USA",33.5126542,-82.0954641,30907,Inactive,0
Lucky Liquor (582969),"1216 Central Avenue, Summerville, SC, USA",33.0167571,-80.2127336,29483,Inactive,0
Forest Hill Wine and Liquor (426402),"1 Newport Drive, Forest Hill, MD, USA",39.5779018,-76.3852423,21050,Active,69
Lighthouse Wine & Spirits (406815),"144 Brimbal Avenue, Beverly, MA, USA",42.5729815,-70.8790004,01915,Inactive,0
Lynnway Liquors (342305),"702 Lynnway, Lynn, MA, USA",42.4514592,-70.961878,01905,Inactive,0
Liberty Package (417543),"4568 Old Dixie Highway, Forest Park, GA, USA",33.6305059,-84.3856023,30297,Active,73
Campus Wine & Spirits (730787),"28 Fenn Road, Newington, CT, USA",41.6964416,-72.7556214,06111,Active,47
Beverage Genie (674255),"1308 Woodlawn Road, Lincoln, IL, USA",40.1589556,-89.3913511,62656,Active,19
Levine Liquors Denver (592474),"1160 South Parker Road, Denver, CO, USA",39.6954691,-104.8955881,80231,Inactive,0
Simmons Liquor (844765),"210 Cambridge Street, Boston, MA, USA",42.3609354,-71.0661027,02114,Active,18
Liquor City - Perry (959502),"1498 Sam Nunn Boulevard, Perry, GA, USA",32.4736881,-83.7441573,31069,Active,52
Macy's Liquor (522378),"4 North Main Street, West Bridgewater, MA, USA",42.018712,-71.0062013,02379,Inactive,0
Bartow Total Liquors (348132),"2057 Bartow Avenue, Bronx County, NY, USA",40.8704882,-73.8286421,10475,Active,35
Winter Wine and Spirits (666317),"9120 Wadsworth Parkway, Westminster, CO, USA",39.8617014,-105.0800362,80021,Inactive,0
Westlake Wine and Spirits (143208),"2024 35th Avenue, Greeley, CO, USA",40.4054353,-104.7345232,80634,Active,29
Howden Market (240976),"1630 Webster Street, Oakland, CA, USA",37.8055157,-122.2672459,94612,Inactive,0
Clifton Liquors (667021),"3255 F Road, Clifton, CO, USA",39.0914864,-108.4491754,81520,Inactive,0
Armanetti Wine and Liquor (154089),"1 North Wolf Road, Prospect Heights, IL, USA",42.0954575,-87.9073037,60070,Inactive,0
MDP Liquor (996892),"4636 West Irlo Bronson Memorial Highway, Kissimmee, FL, USA",28.3139593,-81.4684926,34746,Active,14
Wine Birds (101132),"5601 Palmer Way, Carlsbad, CA, USA",33.1411835,-117.2747131,92008,Inactive,0
MDP Liquor 2 (823901),"17667 North Dale Mabry Highway, Lutz, FL, USA",28.1251265,-82.5013084,33548,Active,2
Oak Barrel Wine & Spirits (358455),"75 Church Hill Road, Newtown, CT, USA",41.4179135,-73.2928097,06482,Inactive,18
Kilroy's Package Store (577108),"4877 Old National Highway, Atlanta, GA, USA",42.1676062,-71.0079192,30337,Inactive,35
Smith's Liquors (169188),"5988 Summit Bridge Road, Townsend, DE, USA",39.3984096,-75.6858001,19734,Inactive,0
The Right Bottle (486130),"699 Jimmy Drive, Smyrna, DE, USA",39.2811624,-75.5948468,19977,Inactive,0
Broadway Liquor (856107),"2860 Broadway, Oakland, CA, USA",37.817191,-122.2627745,94611,Inactive,0
Imperio Wine & Spirits (972454),"25824 Clay Road, Katy, TX, USA",29.8317537,-95.8219245,77493,Inactive,0
Booze Bodega Liquors (520753),"132 West Main Avenue, Bowling Green, KY, USA",36.9987776,-86.4462667,42101,Active,0
Laxi Liquor (542874),"6922 West Grand Avenue, Chicago, IL, USA",41.9237537,-87.7986542,60707,Active,9
Town & Country Liquors (370103),"696 Amity Road, Bethany, CT, USA",41.4371772,-72.9908982,06524,Active,6
Spirits of 67 (129749),"246 Oxford Road, Oxford, CT, USA",41.4202865,-73.1049297,06478,Active,5
Liquorama (430544),"4430 South Kedzie Avenue, Chicago, IL, USA",41.8125743,-87.7045219,60632,Inactive,0
Clifton 1st Liquor Shop (155501),"1904 Frankfort Avenue, Louisville, KY, USA",38.2550219,-85.7127391,40206,Active,15
K1 Liquors (177829),"10525 Watterson Trail, Jeffersontown, KY, USA",38.1951761,-85.5644792,40299,Active,5
Liquor Night Shop (470163),"1403 Lexington Road, Louisville, KY, USA",38.2507055,-85.719805,40206,Inactive,0
Beverage World Wine & Spirits (304785),"2332 Brownsboro Road, Louisville, KY, USA",38.2580905,-85.7020014,40206,Inactive,0
Carriage Trade Liquors (403144),"350 East 18th Street, Oakland, CA, USA",37.7994874,-122.2510078,94606,Inactive,0
Long Beach Vibe Liquor (362679),"3414 East 7th Street, Long Beach, CA, USA",33.7750919,-118.1519589,90804,Inactive,0
Concord Liquor Store (901509),"579 Concord Road Southeast, Smyrna, GA, USA",33.8690546,-84.5381093,30082,Inactive,0
Amazing Grapes Wines & Spirits (New Britain - 687 - 441024),"687 West Main Street, New Britain, CT, USA",41.6671506,-72.8054596,06053,Active,98
Ken & Chris Pkg Store (521408),"2790 Candler Road, Decatur, GA, USA",33.7077574,-84.2716865,30034,Inactive,0
Hamilton Liquors (115174),"5205 Georgia Avenue Northwest, Washington, DC, USA",38.953167,-77.0272627,20011,Inactive,0
Broadway Wine & Liquors (357379),"65 James Street, Worcester, MA, USA",42.2330155,-71.8490735,01603,Active,11
Amazing Grapes Wines & Spirits (Norwich - 32 - 806825),"32 Town Street, Norwich, CT, USA",41.5486389,-72.0987053,06360,Active,190
Amazing Grapes Wines & Spirits (Mansfield - 591 - 264510),"591 Middle Turnpike, Mansfield, CT, USA",41.8262801,-72.27112,06268,Active,25
Amazing Grapes Wines & Spirits (Waterford - 113 - 809795),"113 Boston Post Road, Waterford, CT, USA",41.3431807,-72.1245964,06385,Active,164
(Delete) Amazing Grapes Wines & Spirits (17 - 414827),"17 Albany Turnpike, Simsbury, CT, USA",41.8167513,-72.8690404,06092,Inactive,0
Amazing Grapes Wines & Spirits (West Simsbury - 17 - 866606),"17 Albany Turnpike, Simsbury, CT, USA",41.8167513,-72.8690404,06092,Active,52
Tuxedo Wine & Spirits (370823),"3861 Roswell Road Northeast, Atlanta, GA, USA",33.8596232,-84.379834,30342,Inactive,0
New Alamar Dist (221742),"45-12 48th Avenue, Queens County, NY, USA",40.7391345,-73.9199488,11377,Inactive,0
AJ Package (774868),"548 Northside Drive Northwest, Atlanta, GA, USA",33.769585,-84.4050578,30318,Inactive,0
Ringgold Fine Wines & Spirits (248434),"1991 Fort Campbell Boulevard, Clarksville, TN, USA",36.5936667,-87.4170819,37042,Inactive,0
McDaniel's Liquor Store (674194),"708 Saluda Street, Rock Hill, SC, USA",34.9167078,-81.0277711,29730,Active,15
Bridgewater Liquor (970161),"25 Broad Street, Bridgewater, MA, USA",41.9907867,-70.9749528,02324,Inactive,0
Kew Garden Wine & Spirits (920363),"80-45 Kew Gardens Road, Queens County, NY, USA",40.7134492,-73.8299169,11415,Inactive,0
Ocean Wine & Spirits (863440),"157 Popes Island, New Bedford, MA, USA",41.6405085,-70.9151105,02740,Inactive,0
King Cork Wine & Liquor (969734),"2430 Watt Street, Schenectady, NY, USA",42.7839777,-73.9191501,12304,Inactive,0
Chamblee Liquor (734124),"3364 Chamblee Tucker Road, Chamblee, GA, USA",33.887035,-84.254631,30341,Active,14
Falcon Food & Liquor (318125),"14508 Archer Avenue, Lockport, IL, USA",41.623467,-88.0268174,60441,Inactive,0
Lake Arbor Liquor (754936),"8731 Sheridan Boulevard, Arvada, CO, USA",39.8546505,-105.0541906,80003,Inactive,0
One Stop Food & Liquor (106615),"1015 North Fairfield Road, Round Lake Beach, IL, USA",42.3669952,-88.1099208,60073,Inactive,0
Colonial Liquor & Wine (735781),"12286 East Colonial Drive, Orlando, FL, USA",28.5650088,-81.1965778,32826,Active,36
Wine Art And Liquor (614380),"37-16 Astoria Boulevard South, Queens County, NY, USA",40.7688875,-73.912459,11103,Active,39
Pina Wine & Spirits (Gladstone - 779120),"5753 Northeast Antioch Road, Gladstone, MO, USA",39.2097949,-94.5360756,64119,Inactive,2
Pina Wine & Spirits (Odessa - 788182),"412 North 2nd Street, Odessa, MO, USA",39.0053401,-93.9526561,64076,Inactive,0
Barrel Blends Wine & Spirit (# 3 - 294052),"13645 Big Bend Road, St. Louis, MO, USA",38.5690556,-90.4776644,63122,Active,5
Liberty Wine & Spirit (837535),"1177 West Kansas Street, Liberty, MO, USA",39.2439337,-94.440905,64068,Inactive,4
3rd Ave Wine & Liquor (999370),"2171 3rd Avenue, New York, NY, USA",40.7993694,-73.938638,10035,Active,61
Lexington Wine & Liquor (260325),"1755 Lexington Avenue, New York, NY, USA",40.7940026,-73.9447305,10029,Active,48
Amsterdam Wine and Liquor (202402),"1356 Amsterdam Avenue, New York, NY, USA",40.8141371,-73.9559731,10027,Active,6
Eastgate Liquor's N Reading (411858),"20 Main Street, North Reading, MA, USA",42.566675,-71.1093298,01864,Active,48
East Gate Liquor (413230),"211 Lowell Street, Wilmington, MA, USA",42.5388391,-71.1475185,01887,Active,58
Casablanca Wine and Spirits (534739),"6765 West 120th Avenue, Broomfield, CO, USA",39.9152926,-105.0696466,80020,Inactive,0
Liquor Expo (459320),"2154 North Halsted Street, Chicago, IL, USA",41.9215589,-87.6488776,60614,Active,18
Wides Deli & Liquors (333541),"85 Central Avenue, Ridgefield Park, NJ, USA",40.8646834,-74.0275163,07660,Active,9
Camden Liquor (955846),"151a Highway 641 North, Camden, TN, USA",36.0618782,-88.1160391,38320,Active,45
A Liquor Warehouse (955132),"605 Middleton Road, Winona, MS, USA",33.4863849,-89.7379975,38967,Active,5
Beer Barrel Liquor (595688),"1070 West Fulton Street, Waupaca, WI, USA",44.3570095,-89.1114793,54981,Inactive,0
Hilltop Wines & Liquor (662069),"368 New Hempstead Road, New City, NY, USA",41.1491438,-74.0207834,10956,Inactive,0
A & L Liquor (544315),"2611 Washington Street, Waller, TX, USA",30.0556448,-95.9280881,77484,Inactive,0
DB LIQUOR (653312),"8312 Burnet Road, Austin, TX, USA",30.3639204,-97.7295402,78757,Inactive,0
Armanetti Express (340848),"3106 Three Oaks Road, Cary, IL, USA",42.2197051,-88.2580112,60013,Active,23
King's Liquor (841136),"15378 Tennessee 22, Lexington, TN, USA",35.7061346,-88.3872487,38351,Inactive,0
New Rochelle Wines (609305),"558 North Avenue, New Rochelle, NY, USA",40.9209443,-73.787569,10801,Active,12
Brandons Package Store - FYTL (Fayetteville - 309921),"965 Glynn Street North, Fayetteville, GA, USA",30.8715901,-83.2771907,30214,Inactive,34
Unique Liquor and Tobacco (605985),"642 West Algonquin Road, Des Plaines, IL, USA",42.0304851,-87.9370909,60016,Inactive,0
Southern Spirits (408844),"12750 Georgia 144, Richmond Hill, GA, USA",31.9099286,-81.278907,31324,Inactive,0
Bonnie Liquor (133491),"1079 West Round Grove Road, Lewisville, TX, USA",33.0063824,-97.0171051,75067,Inactive,0
Brandon's Package Store - PTC (Peachtree City - 570940),"101 Petrol Point, Peachtree City, GA, USA",30.4634256,-84.2840298,30269,Inactive,32
Americana Foods (156266),"15041 Plymouth Road, Detroit, MI, USA",42.3723932,-83.1925747,48227,Inactive,0
Acme Liquors (161475),"722 Dartmouth Street, Dartmouth, MA, USA",41.5999852,-70.9398656,02748,Inactive,0
Teaneck Discount Liquor (202673),"764 New Bridge Road, Teaneck, NJ, USA",40.9155043,-74.0264319,07666,Active,92
Highway 138 Package Store (588265),"1028 Georgia 138, Stockbridge, GA, USA",33.5414882,-84.2863467,30281,Inactive,0
(VOID) Preet Liquors (270086),"1035 Little Britain Road, New Windsor, NY, USA",41.4860552,-74.0929436,12553,Inactive,0
Preet Liquors (726702),"1035 Little Britain Road, New Windsor, NY, USA",41.4860552,-74.0929436,12553,Inactive,0
B-Liquors (B-liquors - 382312),"2841 West 120th Avenue, Westminster, CO, USA",39.9151508,-105.0215455,80234,Inactive,10
The Bottle House (537745),"3443 14th Street Northwest, Washington, DC, USA",38.9330445,-77.0324195,20010,Active,11
Warehouse Package Store (829866),"407 Vallotton Drive, Valdosta, GA, USA",30.8493245,-83.2794853,31602,Active,0
Cumming Beverage Mart (216517),"1770 Buford Highway, Cumming, GA, USA",34.1608671,-84.115269,30041,Inactive,0
Discount Liquors (131509),"380 Granite Street, Quincy, MA, USA",42.2422489,-71.01518,02169,Inactive,0
Universal Fine Wine and Spirits (592801),"1542 US Highway 19 North, Holiday, FL, USA",28.1815679,-82.7396495,34691,Inactive,0
A1 liquor (763891),"1145 East Colorado Street, Glendale, CA, USA",34.1429904,-118.2399392,91205,Inactive,0
Joe Canal's - Marlboro (Joe Canal's - 381723),"167 U.S. 9, Marlboro, NJ, USA",40.8150431,-74.2186063,07751,Inactive,32
Newington Liquor Shoppe (Newington Liquor - 580911),"143 Lowrey Place, Newington, CT, USA",41.6946116,-72.7198318,06111,Inactive,0
South Beach Liquor (South Beach Liquor - 103972),"601 Collins Avenue, Miami Beach, FL, USA",25.7756603,-80.1324897,33139,Active,12
WILD ORCHID LIQUORS (WILD ORCHID LIQUORS - 260032),"1175 Utica Avenue, Kings County, NY, USA",40.6439435,-73.9292537,11203,Inactive,0
DuPage Liquor (243379),"27W237 Geneva Road, Winfield, IL, USA",41.8869971,-88.1529682,60190,Inactive,0
I-75 Wine & Spirits (208370),"1420 25th Street Northwest, Cleveland, TN, USA",35.1905486,-84.8817098,37311,Active,40
Jacobs Liquor (325164),"7340 Texas 78, Sachse, TX, USA",32.9876743,-96.5754381,75048,Active,17
P & P LIQUOR STORE (P & P LIQUOR STORE - 183099),"4151 Mercer University Drive, Macon, GA, USA",32.8255302,-83.7073563,31204,Active,126
Shoreview Liquors (Shoreview Liquors - 444857),"420 South Norfolk Street, San Mateo, CA, USA",37.5716699,-122.3109453,94401,Inactive,0
Top Shelf Liquor Ashburn (Top Shelf - 749055),"341 Martin Luther King Junior Drive, Ashburn, GA, USA",31.6997205,-83.6553544,31714,Inactive,0
Cork n Bottle Liquors (Cork n Bottle Liquor - 985862),"5200 Mowry Avenue, Fremont, CA, USA",37.5335162,-121.999071,94538,Inactive,0
Cabin Fever Wine & Spirits (736142),"120 Pleasant Hill Rd, Nesbit, Hernando, MS, USA",34.8842926,-89.9943715,38651,Active,23
Cub Liquors (595426),"242 Lincoln Boulevard, Middlesex, NJ, USA",40.5627519,-74.5108974,08846,Inactive,0
Beverage World of Cumming (694008),"745 Lanier 400 Parkway, Cumming, GA, USA",34.209286,-84.1275626,30040,Active,318
Johns Creek Wine & Crystal (641386),"9810 Medlock Bridge Road, Johns Creek, GA, USA",34.0205297,-84.1900367,30097,Inactive,0
Luxury Wines and Spirits (550162),"1450 West Mission Road, San Marcos, CA, USA",33.1508411,-117.1918181,92069,Inactive,0
H&H Discount Liquors (H&H Discount Liquors - 708801),"3505 John F. Kennedy Boulevard, Jersey City, NJ, USA",40.7517501,-74.0538731,07307,Active,31
214 Liquor (214 Liquor - 591910),"110 West Liberty Street, Farmington, MO, USA",37.7811904,-90.4220584,63640,Active,0
Liquor Store (775567),"1503 Prospect Road, Oakland Park, FL, USA",26.1823172,-80.163116,33309,Inactive,0
Nola Filling Station (647893),"2530 Canal Street, New Orleans, LA, USA",29.9639985,-90.0859037,70119,Inactive,0
Sunrise Liquor & Tobacco (977696),"450 State Route 31, Crystal Lake, IL, USA",42.2543649,-88.289837,60012,Inactive,0
DeSoto Liquor & Wine (304473),"904 Goodman Road West, Horn Lake, MS, USA",34.9631722,-90.0057014,38637,Inactive,0
DeSoto Liquor & Wine (DeSoto Liquor - 462224),"904 Goodman Road West, Horn Lake, MS, USA",34.9631722,-90.0057014,38637,Inactive,0
Everest Liquor (Everest Liquor - 588972),"229 Grand Avenue, Pacific Grove, CA, USA",36.619683,-121.9173991,93950,Inactive,0
Florida Cork & Bottle (940325),"1916 Florida A1A, Indian Harbour Beach, FL, USA",28.1520637,-80.585135,32937,Inactive,0
Regal Beer and Wine Liquor Store (701172),"12651 Town Center Drive, Covington, GA, USA",33.622905,-83.8388301,30014,Inactive,0
Valley Discount Wine & Liquor (402377),"555 Main Street, Ansonia, CT, USA",41.3356485,-73.0755492,06401,Inactive,20
Madison Wine Exchange (975502),"188 Boston Post Road, Madison, CT, USA",41.281466,-72.631869,06443,Inactive,4
Bottle Stop Wine & Spirit Superstore - Torrington (577299),"31 South Main Street, Torrington, CT, USA",41.7995273,-73.1194242,06790,Inactive,4
Bottle Stop Wine & Spirit Superstore - Newtown (248505),"5 Queen Street, Newtown, CT, USA",41.4131397,-73.3021139,06470,Inactive,4
Bottle Stop Wine & Spirit Superstore - Avon (858787),"260 West Main Street, Avon, CT, USA",41.813668,-72.853346,06001,Inactive,5
Hamilton Street Liquors (238963),"628 Hamilton Street, Franklin Township, NJ, USA",40.4923552,-74.4699711,08873,Inactive,0
Portofino Wine Bank (561038),"500 South Pointe Drive, Miami Beach, FL, USA",25.7681096,-80.1346731,33139,Inactive,0
Chucks Market (818827),"7133 Saint Charles Avenue, New Orleans, LA, USA",29.9374993,-90.1264872,70118,Inactive,0
Krauszer's Food & Wines (151741),"649 18th Avenue, Irvington, NJ, USA",40.7338464,-74.2140638,07111,Active,20
City Liquors & Wines (934311),"1290 Sheridan Drive, Buffalo, NY, USA",42.9811518,-78.8864829,14217,Active,16
Beverage World (801025),"1840 Lafayette Road, Fort Oglethorpe, GA, USA",34.96225,-85.2610117,30742,Active,3
Fresh Mart Wine & Beer (699499),"222 Broadway, Cambridge, MA, USA",42.3663479,-71.0941159,02139,Inactive,0
Edison Market (712467),"447 South Montezuma Street, Prescott, AZ, USA",34.5343854,-112.4698936,86303,Inactive,0
ABC Liquor Wine and Beer (637624),"330 Cherokee Place, Cartersville, GA, USA",34.1735245,-84.7835883,30121,Active,48
Discount Wine & Liquor (147480),"8946 Airways Boulevard, Southaven, MS, USA",34.990475,-89.9892551,38671,Inactive,9
Liquor Palace- Groton (Liquor Palace - 293092),"116 Fort Hill Road, Groton, CT, USA",41.3465253,-72.0275603,06340,Active,130
Joey's Liquor store (471218),"5135 East 10th Street, Indianapolis, IN, USA",30.8963511,-83.321362,46219,Inactive,32
23 Wine and Spirits (997730),"1284 New Jersey 23, Butler, NJ, USA",40.9916133,-74.3452757,07405,Active,46
Ali's Liquors (585430),"296 Smith Street, Perth Amboy, NJ, USA",40.5108402,-74.2755301,08861,Inactive,0
Centennial Wine And Spirts (245647),"2300 Holcomb Bridge Road, Roswell, GA, USA",34.0048159,-84.2946945,30076,Inactive,0
Lafayette Food & Liquor (762933),"1670 Lafayette Street, Santa Clara, CA, USA",37.3564517,-121.9469823,95050,Inactive,6
Bevdas Wine and Spirits (729361),"16955 Torrence Avenue, Lansing, IL, USA",41.5868023,-87.5582028,60438,Inactive,0
J & R Liquor (124639),"1401 West Court Street, Janesville, WI, USA",42.679172,-89.0372647,53548,Inactive,0
Whittaker Liquors (601648),"463 Whittaker Avenue, Trenton, NJ, USA",40.2105356,-74.7482231,08611,Inactive,0
Dukes Wine & Spirits (Dukes Wine - 289402),"614 North Church Street, Thomaston, GA, USA",32.8989611,-84.3282792,30286,Inactive,0
J & R Liquor (560652),"1401 West Court Street, Janesville, WI, USA",41.6536806,-86.1771857,53548,Inactive,31
Angel Wine & Liquors (Angel Wine - 411258),"78 North 6th Street, Paterson, NJ, USA",40.9277818,-74.1766062,07522,Inactive,0
Pereiras Liquor (451129),"318 Morris Avenue, Elizabeth, NJ, USA",40.6692496,-74.2182968,07208,Inactive,9
BuyRite Liquor Kearny (BuyRite Liquor - 281135),"220 Harrison Avenue, Kearny, NJ, USA",40.7483347,-74.1351901,07032,Inactive,0
Smokeshop (Smokeshop - 895372),"11086 Midland Boulevard, St. Louis, MO, USA",38.704273,-90.4056799,63114,Inactive,0
Niantic Market Liquor (822692),"195 East Lewis Street, Niantic, IL, USA",39.8531692,-89.1667692,62551,Active,1
Whiskey & Wine (Whiskey & Wine - 678299),"563 Boylston Street, Boston, MA, USA",42.3507143,-71.0762011,02116,Active,69
R&D Food and Liquor (R&D Liquor - 110551),"1026 10th Street, Waukegan, IL, USA",42.3417146,-87.8446538,60085,Inactive,16
Grapes and Grains (Grapes and Grains - 325455),"192 Forbes Avenue, New Haven, CT, USA",41.29466,-72.8990838,06512,Inactive,26
Santee Mini Market (Santee Mini Market - 600035),"8781 Cuyamaca Street, Santee, CA, USA",32.8353233,-116.9832186,92071,Inactive,0
The Liquor Book (148378),"43904 Mound Road, Sterling Heights, MI, USA",42.6159821,-83.0507845,48314,Inactive,0
Lushka Liquors (805922),"358 Palisade Avenue, Bogota, NJ, USA",40.8774713,-74.0251947,07603,Inactive,0
Specy Liquor (960044),"8108 Martin Luther King Boulevard, Houston, TX, USA",42.4527759,-89.0732684,77033,Inactive,29
Christy's Liquors (ChristysLiquors - 137694),"4220 San Felipe Street, Houston, TX, USA",29.7469283,-95.4495751,77027,Active,216
Robert's Liquors (Robert's Liquors - 675177),"240 Eisenhower Drive, Biloxi, MS, USA",30.3978618,-88.9920847,39531,Inactive,0
BP Liquor Store (BP Liquor - 150350),"2219 West Jefferson Street, Joliet, IL, USA",41.522827,-88.1346956,60435,Active,10
Sweetwater Package Store (467382),"3900 Peachtree Industrial Boulevard, Duluth, GA, USA",33.9865073,-84.1700314,30096,Active,195
ABC Liquor & Tobacco Outlet (ABC Liquor & Tobacco - 836630),"241 Highway 53, Calhoun, GA, USA",34.477831,-84.9339095,30701,Inactive,0
Sharon Xing Beverage (Sharon Xing Beverage - 186984),"1465 Peachtree Parkway, Cumming, GA, USA",34.1252432,-84.1698626,30041,Inactive,11
Star Liquor (422827),"3076 Riverside Drive, Macon, GA, USA",32.8892608,-83.6778912,31210,Active,162
Honeycreek Liquor & Tobacco (822586),"3491 Georgia 20, Conyers, GA, USA",33.596807,-84.0153045,30013,Active,17
Quick Stop Food and Liquor (966186),"625 West Greenwood Avenue, Waukegan, IL, USA",42.3844213,-87.8384943,60087,Inactive,9
Liquor Island Warehouse (980352),"2498 Flatbush Avenue, Kings County, NY, USA",39.7812869,-86.0822668,11234,Inactive,29
Rotondos Liquors Deli & Fine Foods (Rotondos Liquors Del - 709951),"1040 Lake Avenue, Clark, NJ, USA",40.6118302,-74.3310155,07066,Inactive,0
Blarney Stone Wine & Spirits 4 (Olive St - 162384),"260 South Olive Street, South Bend, IN, USA",41.67308,-86.28236,46619,Inactive,2
Chimmy's (703541),"3921 Maplewood Drive, Sulphur, LA, USA",30.2271288,-93.3279527,70663,Inactive,1
NJWineSeller (Green Brook - 326061),"398 U.S. 22, Green Brook Township, NJ, USA",40.5842283,-74.5137967,08812,Inactive,0
NJWineSeller (Cranford - 657222),"6 South Avenue West, Cranford, NJ, USA",40.6545396,-74.3072379,07016,Inactive,0
NJWineSeller (Cranbury - 597714),"21 South Main Street, Cranbury, NJ, USA",40.3077816,-74.5174895,08512,Inactive,0
Liquor Mart (173235),"1132 U.S. 46, Clifton, NJ, USA",40.8705059,-74.1832621,07013,Inactive,0
Route K One Stop (697982),"5827 State Highway K, Cape Girardeau, MO, USA",37.3117413,-89.6265623,63701,Inactive,0
Liquor Palace (Pawtucket - 168737),"155 Broad Street, Pawtucket, RI, USA",41.8815732,-71.3862712,02860,Active,276
Andrade's Liquors (229916),"280 Washington Street, Stoughton, MA, USA",42.1379298,-71.1001602,02072,Active,40
Phillips 66 Lake Zurich (Lake Zurich - 682406),"487 South Rand Road, Lake Zurich, IL, USA",42.1882323,-88.1053558,60047,Active,2
Thompson Wine & Spirit (563662),"759 Quinebaug Road, Thompson, CT, USA",42.0249768,-71.9513298,06255,Active,138
Penguin Liquors (#3 Creasy Lane Tower - 652446),"981 South Creasy Lane, Lafayette, IN, USA",40.4041948,-86.8376819,47905,Inactive,0
Penguin Liquor (#4 BarBarry - 171853),"2108 Veterans Memorial Parkway South, Lafayette, IN, USA",40.3676119,-86.8706214,47909,Inactive,0
Penguin Liquors (#5 South 9th - 324467),"3000 South 9th Street, Lafayette, IN, USA",40.3836861,-86.8870236,47909,Inactive,0
Penguin Liquors (# 6 Brookston  - 978213),"103 North Prairie Street, Brookston, IN, USA",40.6049748,-86.8691315,47923,Inactive,0
Five Corners Wine & Spirits (502806),"192 Windsorville Road, Ellington, CT, USA",41.8670282,-72.4917142,06029,Active,15
Freehold Liquor & Wine (470313),"3275 U.S. 9, Freehold Township, NJ, USA",40.2206622,-74.2656616,07728,Active,188
Hillsboro Liquors (766423),"4420 West Hillsboro Boulevard, Coconut Creek, FL, USA",26.3170665,-80.184299,33073,Active,6
A1 Hoboken Liquors (226376),"98 Willow Avenue, Hoboken, NJ, USA",40.7379056,-74.034711,07030,Inactive,20
Joe Canal's Discount Liquors (Joe Canal's Discount - 276274),"1725 Sicklerville Road, Gloucester Township, NJ, USA",39.7503092,-75.0248687,08081,Inactive,0
1010 Washington Wine & Spirits (621991),"1010 Washington Avenue South, Minneapolis, MN, USA",44.9760224,-93.2541122,55415,Inactive,8
Sigelmans liquor and wine (406133),"332 Martin Luther King Drive, Jersey City, NJ, USA",40.7100765,-74.0798293,07305,Inactive,0
Big Discount Wine & Liquors (867865),"1524 Connecticut 12, Ledyard, CT, USA",41.411067,-72.0728764,06335,Active,13
Bears Place Package Store (855782),"126 Gallup Hill Road, Ledyard, CT, USA",41.4296584,-71.9830365,06339,Active,33
Wine Underground (350310),"4400 Evans Chapel Road, Baltimore, MD, USA",39.3427291,-76.6361838,21211,Inactive,0
Ledyard Town Spirits (994133),"749a Colonel Ledyard Highway, Ledyard, CT, USA",41.443246,-72.017605,06339,Active,18
New London Wine & Spirits (693650),"643 Broad Street, New London, CT, USA",41.3672188,-72.1242459,06320,Active,112
Marshfield Liquors (118302),"1852 Ocean Street, Marshfield, MA, USA",42.0925381,-70.703368,02050,Active,47
T J Convenience (711980),"182 Thorndike Street, Brookline, MA, USA",42.3502282,-71.1261951,02446,Active,3
Orale Liquor (501754),"9702 Brockbank Drive, Dallas, TX, USA",32.8667598,-96.8751434,75220,Active,6
Montague Liquor and Wine (506400),"908 Montague Avenue, Greenwood, SC, USA",34.2087124,-82.1749715,29649,Inactive,0
Delite Liquor Store (302128),"420 Washington Street, Hoboken, NJ, USA",40.7420917,-74.0297769,07030,Active,26
Summit Fine Wine and Spirits (215728),"832 Glynn Street South, Fayetteville, GA, USA",33.432881,-84.455359,30214,Active,213
Drip & Drop Liquor Store (666039),"11289 Highway 92, Woodstock, GA, USA",34.0870016,-84.500383,30188,Inactive,0
George's Liquor (378748),"309 Wollard Boulevard, Richmond, MO, USA",39.2756119,-93.9598412,64085,Inactive,3
Fairview Mart & Liquor (690163),"6314 Main Street, Downers Grove, IL, USA",41.7721441,-88.0090431,60516,Inactive,9
The Bottle House (834790),"3012 Grape Street, San Diego, CA, USA",32.7266482,-117.1300342,92102,Inactive,0
State Liquors (629379),"6727 West Pershing Road, Stickney, IL, USA",41.8210875,-87.7915694,60402,Active,4
Endzone Lounge & Liquors (273218),"425 Bound Brook Road, Middlesex, NJ, USA",40.5843325,-74.4830392,08846,Active,44
Southside Liquors (292071),"3090 South Monroe Street, Tallahassee, FL, USA",30.4058361,-84.2811715,32301,Active,10
